s.no,latitude,longitude,amenities
761,41.2562,-96.0404,"Dishwasher,Garbage Disposal,Parking,Refrigerator"
762,43.6046,-116.2475,"Dishwasher,Parking,Refrigerator"
763,33.56,-101.8904,
764,61.3186,-149.5355,Dishwasher
765,33.1993,-97.1268,
766,38.9348,-77.059,
767,40.0054,-75.1415,
768,40.7061,-111.9048,
769,41.2562,-96.0404,
770,34.1056,-118.3668,"Gym,Pool"
771,34.1056,-118.3668,"Gym,Pool"
772,34.1175,-117.7702,
773,40.1145,-88.2723,"Dishwasher,Patio/Deck"
774,29.4624,-98.5253,
775,47.9299,-97.0173,
776,41.8625,-87.6825,
777,41.8625,-87.6825,"Parking,Patio/Deck"
778,29.4624,-98.5253,"Dishwasher,Elevator,Parking,Pool,Refrigerator"
779,30.3054,-97.7497,"Dishwasher,Parking,Pool"
780,61.1723,-149.8414,Patio/Deck
781,46.8901,-96.7447,
782,30.3054,-97.7497,
783,33.5178,-112.0848,
784,61.1723,-149.8414,
785,37.7599,-122.4379,"Dishwasher,Refrigerator"
786,29.4624,-98.5253,Dishwasher
787,40.1171,-88.1889,"Dishwasher,Patio/Deck"
788,29.4624,-98.5253,Dishwasher
789,33.866,-118.3958,
790,37.6541,-122.0735,
791,33.852,-118.3759,
792,38.9348,-77.059,
793,47.616,-122.3275,
794,28.0076,-82.4792,"Dishwasher,Parking,Refrigerator"
795,39.736,-104.9819,
796,33.8323,-117.9079,
797,42.4194,-71.111,
798,42.4194,-71.111,
799,30.3054,-97.7497,"Dishwasher,Parking,Pool"
800,39.5197,-119.8342,
801,39.736,-104.9819,
802,33.7848,-84.3922,
803,39.9173,-75.3005,
804,43.0042,-88.0184,"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator"
805,43.0724,-89.4003,"Parking,Storage"
806,41.8608,-88.1128,
807,30.3054,-97.7497,
808,30.3054,-97.7497,
809,39.1471,-86.5136,
810,44.9855,-93.3023,"Cable or Satellite,Internet Access,Parking,Refrigerator"
811,29.4624,-98.5253,Dishwasher
812,61.1723,-149.8414,
813,30.6505,-97.6809,
814,39.3191,-76.6126,
815,39.1471,-86.5136,
816,47.6794,-117.4018,Parking
817,40.4969,-86.9659,"Parking,Refrigerator"
818,38.9954,-94.6422,"Parking,Pool"
819,42.0393,-94.0292,
820,41.6675,-83.5837,"Dishwasher,Parking,Pool,Refrigerator"
821,40.7228,-84.0782,Patio/Deck
822,35.1872,-101.8587,
823,38.7835,-82.9413,
824,48.2469,-101.3017,
825,48.2469,-101.3017,
826,47.9179,-97.0658,
827,48.2469,-101.3017,
828,48.2469,-101.3017,
829,35.4441,-94.3428,
830,36.116,-95.9281,
831,48.2469,-101.3017,
832,47.616,-122.3275,
833,32.8212,-96.7853,
834,38.9571,-95.2657,
835,37.7599,-122.4379,Dishwasher
836,43.0791,-73.7766,
837,29.4624,-98.5253,
838,33.7848,-84.3922,
839,33.0476,-96.7467,
840,30.3054,-97.7497,"Dishwasher,Parking,Pool"
841,40.1145,-88.2723,"Dishwasher,Patio/Deck"
842,32.6596,-117.1595,
843,30.3054,-97.7497,"Dishwasher,Parking,Pool"
844,40.0054,-75.1415,
845,29.4624,-98.5253,Dishwasher
846,40.4841,-74.4526,
847,29.4624,-98.5253,
848,45.5091,-122.6449,
849,30.3054,-97.7497,"Dishwasher,Elevator,Internet Access,Parking,Pool,Refrigerator"
850,42.8631,-71.5151,Parking
851,37.7599,-122.4379,Refrigerator
852,34.0372,-118.2972,
853,30.3054,-97.7497,"Dishwasher,Parking,Pool"
854,47.8056,-122.3716,
855,30.3054,-97.7497,
856,43.662,-116.3456,
857,42.6742,-73.7936,
858,33.5178,-112.0848,
859,29.108,-80.9792,"Dishwasher,Internet Access,Parking,Refrigerator"
860,40.1171,-88.1889,
861,41.3712,-83.6212,
862,40.3613,-86.9005,"Dishwasher,Parking,Patio/Deck,Refrigerator"
863,42.5018,-96.3886,
864,41.3675,-82.1146,
865,40.426,-86.8894,"Dishwasher,Parking,Refrigerator"
866,33.8505,-118.1466,
867,35.0462,-85.2352,"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator"
868,30.3054,-97.7497,"Dishwasher,Elevator,Parking,Pool,Refrigerator"
869,40.7061,-111.9048,
870,30.3054,-97.7497,"Dishwasher,Parking,Pool"
871,30.3054,-97.7497,
872,41.2562,-96.0404,
873,35.1038,-106.611,
874,30.3054,-97.7497,"Dishwasher,Parking,Pool"
875,38.9571,-95.2657,
876,30.3054,-97.7497,
877,41.5927,-93.6276,
878,39.8163,-98.5576,
879,40.1171,-88.1889,"Cable or Satellite,Internet Access,Parking,Refrigerator"
880,36.8691,-76.2924,Parking
881,30.3054,-97.7497,"Clubhouse,Gym,Pool"
882,30.3054,-97.7497,"Dishwasher,Parking,Pool"
883,47.9179,-97.0658,
884,40.1171,-88.1889,"Cable or Satellite,Internet Access,Parking,Refrigerator"
885,30.3054,-97.7497,
886,44.9855,-93.3023,
887,41.2562,-96.0404,
888,38.8738,-77.1055,Parking
889,45.5091,-122.6449,
890,29.4624,-98.5253,Dishwasher
891,47.6485,-117.2657,Dishwasher
892,32.8212,-96.7853,
893,45.7585,-122.9342,
894,29.4624,-98.5253,
895,37.7599,-122.4379,"Dishwasher,Patio/Deck,Refrigerator"
896,39.8163,-98.5576,
897,26.1343,-80.233,
898,28.0076,-82.4792,"Dishwasher,Parking,Patio/Deck,Refrigerator"
899,30.3054,-97.7497,"Dishwasher,Parking,Pool"
900,30.3054,-97.7497,"Dishwasher,Parking,Pool"
901,30.0066,-97.8071,Dishwasher
902,30.3054,-97.7497,"Dishwasher,Parking,Pool"
903,43.5329,-96.7265,"Dishwasher,Parking,Patio/Deck,Refrigerator"
904,32.8255,-97.1039,"Parking,Pool"
905,39.9974,-82.9829,
906,41.6675,-83.5837,
907,30.3054,-97.7497,"Dishwasher,Parking,Pool"
908,29.7398,-98.1021,
909,29.4624,-98.5253,Dishwasher
910,30.3054,-97.7497,Dishwasher
911,41.0102,-95.2202,
912,40.1171,-88.1889,"Dishwasher,Patio/Deck"
913,44.4469,-100.1875,
914,40.1145,-88.2723,"Dishwasher,Parking,Patio/Deck"
915,29.4624,-98.5253,
916,37.7599,-122.4379,"Dishwasher,Garbage Disposal,Refrigerator"
917,34.0827,-118.2462,
918,34.152,-118.0876,"Parking,Storage"
919,30.3054,-97.7497,"Dishwasher,Parking,Pool"
920,30.3054,-97.7497,"Clubhouse,Gym,Pool"
921,39.1679,-84.4933,"Dishwasher,Parking,Patio/Deck"
922,39.1679,-84.4933,
923,37.1892,-93.2908,Refrigerator
924,34.0372,-118.2972,
925,39.7349,-105.2492,
926,41.8019,-72.2494,
927,44.9855,-93.3023,"Cable or Satellite,Internet Access,Parking,Refrigerator"
928,30.3054,-97.7497,"Dishwasher,Parking,Pool"
929,42.3214,-83.3897,
930,47.1284,-119.2946,
931,43.3241,-73.6522,
932,42.0259,-93.6516,
933,47.9717,-118.9707,
934,37.7599,-122.4379,"Dishwasher,Refrigerator"
935,38.9118,-77.0132,
936,29.7714,-95.4343,"Patio/Deck,Pool"
937,29.7714,-95.4343,"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator"
938,41.2562,-96.0404,
939,42.815,-83.7152,
940,29.4624,-98.5253,"Dishwasher,Parking,Pool,Refrigerator"
941,47.616,-122.3275,
942,47.2154,-122.4608,
943,30.3054,-97.7497,"Dishwasher,Parking,Pool"
944,30.3054,-97.7497,"Dishwasher,Parking,Pool"
945,29.4624,-98.5253,"Dishwasher,Parking,Pool,Refrigerator"
946,41.8625,-87.6825,
947,42.4583,-83.138,
948,39.6894,-105.1119,
949,45.6112,-122.4121,
950,39.9006,-104.9694,
951,29.4624,-98.5253,"Dishwasher,Elevator,Parking,Pool,Refrigerator"
952,41.8787,-87.9798,
953,39.5416,-119.7383,"Dishwasher,Patio/Deck"
954,61.1723,-149.8414,Dishwasher
955,29.4624,-98.5253,
956,37.6836,-97.3369,
957,40.4969,-86.9659,"Dishwasher,Garbage Disposal,Parking,Patio/Deck,Refrigerator"
958,40.3613,-86.9005,"Dishwasher,Parking,Refrigerator"
959,30.3054,-97.7497,"Dishwasher,Elevator,Internet Access,Parking,Pool,Refrigerator"
960,39.8228,-105.1107,
961,46.8901,-96.7447,
962,40.0054,-75.1415,
963,39.2946,-76.6235,
964,42.0259,-93.6516,"Cable or Satellite,Dishwasher,Internet Access,Parking,Refrigerator"
965,47.616,-122.3275,
966,39.5902,-74.3541,"Parking,Pool"
967,39.0269,-94.6516,
968,30.4433,-97.6282,"Dishwasher,Parking,Pool"
969,33.7696,-118.1926,"Parking,Washer Dryer"
970,30.3054,-97.7497,
971,33.7416,-84.2614,
972,45.5091,-122.6449,
973,46.4805,-84.3582,
974,46.4805,-84.3582,
975,30.4415,-91.1012,
976,37.9906,-87.5563,"Cable or Satellite,Internet Access,Parking,Refrigerator"
977,33.8323,-117.9079,
978,47.616,-122.3275,
979,34.2285,-118.4435,
980,33.7848,-84.3922,"Parking,Pool"
981,30.3054,-97.7497,
982,29.48,-98.6103,
983,29.4624,-98.5253,"Dishwasher,Elevator,Parking,Pool,Refrigerator"
984,29.4624,-98.5253,Dishwasher
985,32.8212,-96.7853,
986,45.6558,-122.5888,
987,48.7871,-122.4437,
988,32.7685,-117.0046,
989,28.0076,-82.4792,"Dishwasher,Parking,Pool,Refrigerator"
990,41.7068,-83.6497,
991,30.3054,-97.7497,
992,34.508,-82.6913,
993,41.2715,-96.2423,
994,30.3054,-97.7497,"Dishwasher,Elevator,Internet Access,Parking,Pool,Refrigerator"
995,30.3054,-97.7497,"Dishwasher,Parking,Pool"
996,29.7714,-95.4343,"Parking,Pool"
997,29.4624,-98.5253,"Dishwasher,Elevator,Parking,Pool,Refrigerator"
998,30.3054,-97.7497,
999,41.5459,-87.4562,
1000,38.8571,-77.0609,
1001,29.7714,-95.4343,
1002,38.9414,-76.9292,Parking
1003,33.3772,-111.9248,
1004,36.5311,-82.5209,
1005,40.4448,-79.9725,Parking
1006,29.4624,-98.5253,Dishwasher
1007,29.7714,-95.4343,"Patio/Deck,Pool"
1008,30.3054,-97.7497,
1009,35.2016,-80.8124,
1010,43.0724,-89.4003,
1011,37.1892,-93.2908,
1012,40.1145,-88.2723,Dishwasher
1013,37.7825,-90.4215,
1014,32.8212,-96.7853,
1015,30.3054,-97.7497,
1016,32.8524,-97.0886,"Gym,Pool"
1017,29.4624,-98.5253,
1018,29.4624,-98.5253,
1019,42.0259,-93.6516,
1020,37.7599,-122.4379,
1021,44.9855,-93.3023,"Dishwasher,Parking,Pool"
1022,33.7848,-84.3922,"Parking,Pool"
1023,32.8255,-97.1039,"Parking,Pool"
1024,30.3054,-97.7497,
1025,30.3054,-97.7497,
1026,29.7714,-95.4343,
1027,37.7599,-122.4379,"Dishwasher,Patio/Deck,Refrigerator"
1028,33.7667,-118.3667,
1029,37.4356,-122.134,
1030,37.7904,-122.2151,
1031,37.4356,-122.134,"Dishwasher,Refrigerator"
1032,37.8726,-122.2707,
1033,39.8163,-98.5576,
1034,34.0372,-118.2972,
1035,37.7904,-122.2151,
1036,40.8211,-73.989,
1037,40.9256,-74.5343,
1038,32.7876,-117.1265,Parking
1039,21.3155,-157.8379,
1040,47.616,-122.3275,
1041,43.6046,-116.2475,
1042,34.0372,-118.2972,
1043,34.0372,-118.2972,
1044,47.892,-122.0581,
1045,41.8625,-87.6825,
1046,40.0054,-75.1415,
1047,40.0054,-75.1415,
1048,45.5091,-122.6449,
1049,61.1723,-149.8414,"Parking,Refrigerator"
1050,30.3054,-97.7497,"Dishwasher,Parking,Pool,Refrigerator"
1051,47.616,-122.3275,
1052,41.8625,-87.6825,
1053,38.9118,-77.0132,
1054,45.5091,-122.6449,
1055,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1056,30.3054,-97.7497,
1057,39.736,-104.9819,
1058,45.5091,-122.6449,
1059,45.5091,-122.6449,
1060,26.1571,-80.1523,"Parking,Refrigerator"
1061,30.3054,-97.7497,"Gym,Pool"
1062,30.3054,-97.7497,
1063,39.5816,-105.0387,
1064,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1065,30.3054,-97.7497,
1066,61.1723,-149.8414,Dishwasher
1067,30.4433,-97.6282,"Clubhouse,Gym,Pool"
1068,30.3054,-97.7497,
1069,30.3054,-97.7497,
1070,33.9649,-84.5107,
1071,40.5059,-80.1869,
1072,40.7061,-111.9048,
1073,30.3054,-97.7497,
1074,30.2989,-81.6324,
1075,38.9571,-95.2657,
1076,32.8436,-96.7006,Parking
1077,39.1471,-86.5136,
1078,29.4624,-98.5253,Dishwasher
1079,29.6533,-98.4261,Dishwasher
1080,47.4394,-117.6274,
1081,42.9497,-85.6417,Refrigerator
1082,35.9907,-78.9074,"Gym,Pool"
1083,36.0808,-79.4527,
1084,44.0346,-92.468,
1085,38.6274,-90.304,
1086,38.3454,-81.6219,
1087,43.7012,-85.4657,
1088,43.7012,-85.4657,
1089,32.9954,-96.7849,"Gym,Parking,Pool"
1090,32.9954,-96.7849,"Gym,Parking,Pool"
1091,42.9112,-78.8171,"Parking,Refrigerator"
1092,40.1171,-88.1889,"Dishwasher,Patio/Deck"
1093,42.2686,-84.945,Parking
1094,32.4842,-92.6682,
1095,42.7199,-84.5731,"Dishwasher,Elevator,Internet Access,Parking,Pool,Refrigerator"
1096,29.4624,-98.5253,
1097,41.2562,-96.0404,
1098,42.2641,-89.0692,
1099,33.5944,-112.1837,
1100,42.0259,-93.6516,
1101,42.0216,-93.6727,
1102,36.116,-95.9281,
1103,39.1103,-94.702,"Parking,Refrigerator"
1104,42.0621,-93.8855,
1105,42.418,-83.1068,Refrigerator
1106,40.1145,-88.2723,"Dishwasher,Patio/Deck"
1107,26.19,-97.7023,
1108,48.2469,-101.3017,
1109,37.8203,-96.8648,
1110,30.3054,-97.7497,"Dishwasher,Elevator,Internet Access,Parking,Pool,Refrigerator"
1111,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1112,33.8056,-118.1696,
1113,47.616,-122.3275,"Dishwasher,Refrigerator"
1114,30.3054,-97.7497,
1115,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1116,30.3054,-97.7497,
1117,42.5286,-92.4509,
1118,47.616,-122.3275,
1119,47.616,-122.3275,
1120,46.8608,-96.8096,
1121,33.1932,-87.5349,
1122,30.3054,-97.7497,"Parking,Storage"
1123,45.5091,-122.6449,
1124,45.5091,-122.6449,
1125,36.3741,-94.2105,
1126,43.0367,-86.1865,
1127,38.8842,-94.5213,"Dishwasher,Parking,Patio/Deck,Refrigerator"
1128,32.8212,-96.7853,
1129,38.8738,-77.1055,"Dishwasher,Parking,Pool,Refrigerator"
1130,38.8571,-77.0609,
1131,45.5091,-122.6449,
1132,37.53,-77.477,
1133,29.4624,-98.5253,"Dishwasher,Parking,Pool,Refrigerator"
1134,29.8831,-97.945,Dishwasher
1135,34.0505,-81.0098,
1136,30.3054,-97.7497,
1137,30.4433,-97.6282,"Dishwasher,Parking,Pool"
1138,35.471,-97.5299,
1139,37.7599,-122.4379,"Dishwasher,Patio/Deck,Refrigerator"
1140,29.7714,-95.4343,"Dishwasher,Parking,Refrigerator"
1141,34.0524,-117.9132,
1142,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1143,26.6045,-80.1102,Refrigerator
1144,32.0057,-102.1036,"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator"
1145,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1146,32.8524,-97.0886,
1147,40.3613,-86.9005,"Dishwasher,Parking,Refrigerator"
1148,40.3613,-86.9005,"Parking,Refrigerator"
1149,41.8625,-87.6825,"Parking,Patio/Deck,Storage"
1150,30.3054,-97.7497,
1151,30.3054,-97.7497,"Patio/Deck,Pool"
1152,47.9179,-97.0658,
1153,29.4624,-98.5253,Dishwasher
1154,46.8608,-96.8096,
1155,61.1723,-149.8414,Dishwasher
1156,40.4448,-79.9725,"Parking,Refrigerator"
1157,30.3054,-97.7497,"Dishwasher,Parking,Pool,Refrigerator"
1158,30.3054,-97.7497,
1159,30.3054,-97.7497,"Dishwasher,Elevator,Internet Access,Parking,Pool,Refrigerator"
1160,29.4624,-98.5253,
1161,29.4624,-98.5253,
1162,29.7714,-95.4343,"Dishwasher,Parking,Patio/Deck,Refrigerator"
1163,37.7599,-122.4379,"Dishwasher,Refrigerator"
1164,42.5784,-83.032,"Dishwasher,Parking,Pool,Refrigerator"
1165,34.1594,-118.2498,
1166,40.0054,-75.1415,Parking
1167,29.4624,-98.5253,"Dishwasher,Parking,Pool,Refrigerator"
1168,29.5605,-98.496,Dishwasher
1169,37.7599,-122.4379,
1170,40.7061,-111.9048,
1171,29.7714,-95.4343,"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator"
1172,39.145,-77.1376,"Gym,Parking,Pool"
1173,32.8288,-116.7554,
1174,45.5091,-122.6449,
1175,29.4624,-98.5253,Dishwasher
1176,29.4624,-98.5253,"Dishwasher,Parking,Pool,Refrigerator"
1177,35.8199,-90.7016,
1178,26.19,-97.7023,
1179,32.9158,-96.8961,
1180,39.0744,-94.5521,
1181,33.5178,-112.0848,"Parking,Pool"
1182,32.8212,-96.7853,
1183,44.8144,-93.1655,
1184,42.5281,-96.5033,
1185,43.5329,-96.7265,
1186,34.0372,-118.2972,
1187,40.0054,-75.1415,
1188,30.3054,-97.7497,
1189,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1190,35.1825,-111.6031,
1191,30.3054,-97.7497,
1192,39.8163,-98.5576,
1193,42.9338,-70.8233,
1194,39.1471,-86.5136,"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator"
1195,29.8831,-97.945,Dishwasher
1196,30.3054,-97.7497,
1197,40.7061,-111.9048,
1198,29.8055,-98.1548,
1199,30.3054,-97.7497,
1200,40.4969,-86.9659,"Parking,Refrigerator"
1201,30.5118,-97.6873,
1202,37.1888,-77.4306,"Dishwasher,Elevator,Parking,Pool,Refrigerator"
1203,33.5178,-112.0848,
1204,39.0805,-94.3997,"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator"
1205,38.9118,-77.0132,
1206,30.3054,-97.7497,
1207,33.5178,-112.0848,"Dishwasher,Parking,Pool"
1208,36.116,-95.9281,
1209,42.7509,-73.6189,
1210,38.942,-76.9632,Parking
1211,29.4624,-98.5253,Dishwasher
1212,29.4624,-98.5253,Dishwasher
1213,35.1038,-106.611,
1214,30.3054,-97.7497,
1215,45.5091,-122.6449,
1216,39.0459,-104.8179,"Parking,Washer Dryer"
1217,39.1471,-86.5136,
1218,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1219,35.1038,-106.611,
1220,42.2837,-85.5793,
1221,33.7848,-84.3922,
1222,39.8163,-98.5576,"Dishwasher,Parking,Refrigerator"
1223,47.616,-122.3275,
1224,32.7876,-117.1265,
1225,47.3949,-122.0287,"Clubhouse,Gym,Pool"
1226,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1227,41.8625,-87.6825,
1228,30.3054,-97.7497,
1229,30.3054,-97.7497,"Dishwasher,Elevator,Internet Access,Parking,Pool,Refrigerator"
1230,30.1763,-97.7784,"Dishwasher,Elevator,Internet Access,Parking,Pool,Refrigerator"
1231,26.2142,-80.2217,
1232,37.9824,-121.2995,
1233,45.5221,-123.1071,
1234,30.3054,-97.7497,"Dishwasher,Parking,Pool,Refrigerator"
1235,30.0066,-97.8071,
1236,29.4624,-98.5253,
1237,30.4433,-97.6282,"Dishwasher,Parking,Pool"
1238,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1239,32.7407,-97.3394,
1240,41.2562,-96.0404,
1241,38.0604,-84.4531,"Dishwasher,Refrigerator"
1242,30.3054,-97.7497,"Dishwasher,Elevator,Internet Access,Parking,Pool,Refrigerator"
1243,30.3054,-97.7497,"Gym,Pool"
1244,29.8831,-97.945,Dishwasher
1245,45.5091,-122.6449,"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator"
1246,33.7848,-84.3922,
1247,41.5672,-90.462,
1248,30.3054,-97.7497,"Dishwasher,Parking,Pool,Refrigerator"
1249,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1250,29.7714,-95.4343,"Parking,Pool"
1251,38.8571,-77.0609,
1252,29.7714,-95.4343,"Parking,Pool"
1253,30.0066,-97.8071,Dishwasher
1254,29.565,-98.3361,Dishwasher
1255,32.2264,-110.9438,"Parking,Pool"
1256,37.7599,-122.4379,
1257,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1258,30.0066,-97.8071,Dishwasher
1259,29.4624,-98.5253,Dishwasher
1260,32.878,-96.7511,"Gym,Pool"
1261,34.2802,-119.2268,
1262,39.0017,-77.0353,
1263,33.2181,-117.3166,
1264,40.4448,-79.9725,Parking
1265,29.7714,-95.4343,"Parking,Pool"
1266,41.8625,-87.6825,Dishwasher
1267,41.5506,-72.0272,"Patio/Deck,Pool"
1268,29.4624,-98.5253,
1269,42.5286,-92.4509,"Cable or Satellite,Dishwasher,Internet Access,Parking,Refrigerator"
1270,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1271,30.3054,-97.7497,
1272,40.7061,-111.9048,
1273,40.4448,-79.9725,
1274,61.1723,-149.8414,Dishwasher
1275,41.321,-81.6752,Parking
1276,29.4624,-98.5253,
1277,36.1106,-79.7406,
1278,34.1659,-118.1629,
1279,34.1659,-118.1629,
1280,41.8625,-87.6825,"Parking,Patio/Deck,Storage"
1281,41.8625,-87.6825,Patio/Deck
1282,29.7714,-95.4343,"Dishwasher,Parking,Pool,Refrigerator"
1283,37.7599,-122.4379,Refrigerator
1284,38.9348,-77.059,
1285,42.0454,-87.6964,
1286,30.3054,-97.7497,
1287,30.3054,-97.7497,
1288,37.53,-77.477,
1289,37.7599,-122.4379,"Dishwasher,Refrigerator"
1290,32.8212,-96.7853,
1291,33.3898,-111.9272,
1292,29.7714,-95.4343,
1293,36.137,-86.783,"Dishwasher,Elevator,Parking,Pool,Refrigerator"
1294,47.616,-122.3275,
1295,40.1145,-88.2723,"Dishwasher,Parking,Patio/Deck"
1296,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1297,37.7599,-122.4379,"Cable or Satellite,Dishwasher,Internet Access,Parking,Refrigerator"
1298,45.6558,-122.5888,
1299,45.4851,-122.8349,
1300,46.8608,-96.8096,
1301,29.7714,-95.4343,"Parking,Pool"
1302,29.4624,-98.5253,Dishwasher
1303,34.2057,-77.8894,
1304,47.616,-122.3275,
1305,32.8212,-96.7853,
1306,29.8831,-97.945,Dishwasher
1307,30.3054,-97.7497,
1308,30.3054,-97.7497,
1309,38.9259,-94.6916,"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator"
1310,38.6487,-77.3152,"Dishwasher,Parking,Pool"
1311,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1312,41.8625,-87.6825,Parking
1313,30.6505,-97.6809,"Dishwasher,Parking,Pool"
1314,35.471,-97.5299,
1315,36.137,-86.783,
1316,39.736,-104.9819,
1317,30.3054,-97.7497,
1318,44.9235,-93.4704,
1319,47.4457,-122.1407,
1320,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1321,40.4448,-79.9725,
1322,30.4433,-97.6282,
1323,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1324,40.4969,-86.9659,"Dishwasher,Parking,Refrigerator"
1325,30.3054,-97.7497,
1326,29.7714,-95.4343,
1327,42.5286,-92.4509,
1328,47.9179,-97.0658,
1329,39.8163,-98.5576,
1330,42.0259,-93.6516,
1331,34.431,-118.5222,
1332,30.3054,-97.7497,"Patio/Deck,Pool"
1333,30.3054,-97.7497,
1334,30.3054,-97.7497,"Gym,Pool"
1335,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1336,30.3054,-97.7497,
1337,29.4624,-98.5253,Dishwasher
1338,33.9855,-118.4532,
1339,44.9484,-93.1976,
1340,33.8056,-118.1696,
1341,30.3054,-97.7497,
1342,47.8441,-122.1991,
1343,47.8441,-122.1991,
1344,42.1246,-71.1089,"Parking,Refrigerator"
1345,47.4608,-122.2095,"Gym,Parking,Pool,Storage"
1346,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1347,30.6505,-97.6809,
1348,32.4846,-84.9356,
1349,38.8738,-77.1055,
1350,45.6558,-122.5888,
1351,29.8831,-97.945,Dishwasher
1352,39.0269,-94.6516,
1353,48.2469,-101.3017,
1354,29.553,-98.3049,Dishwasher
1355,29.4624,-98.5253,Dishwasher
1356,29.4624,-98.5253,
1357,37.7599,-122.4379,"Dishwasher,Parking,Refrigerator"
1358,42.4194,-71.111,Parking
1359,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1360,39.8679,-75.0911,Parking
1361,42.0259,-93.6516,
1362,37.7599,-122.4379,Parking
1363,37.3695,-122.0241,
1364,33.7848,-84.3922,
1365,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1366,30.3054,-97.7497,
1367,40.0656,-88.252,"Dishwasher,Parking,Refrigerator"
1368,41.5927,-93.6276,"Dishwasher,Garbage Disposal,Refrigerator"
1369,31.7894,-95.632,
1370,35.471,-97.5299,
1371,40.1145,-88.2723,"Dishwasher,Parking,Patio/Deck,Refrigerator"
1372,32.8212,-96.7853,
1373,35.471,-97.5299,
1374,33.9932,-118.4609,
1375,33.852,-118.3759,
1376,34.0372,-118.2972,
1377,33.9222,-118.4055,
1378,47.616,-122.3275,Patio/Deck
1379,47.5126,-122.1934,Parking
1380,33.8056,-118.1696,"Dishwasher,Refrigerator"
1381,37.9913,-122.1643,
1382,37.3108,-121.8645,
1383,34.0372,-118.2972,
1384,47.5126,-122.1934,Parking
1385,30.3054,-97.7497,"Dishwasher,Elevator,Internet Access,Parking,Pool,Refrigerator"
1386,32.7876,-117.1265,
1387,38.1172,-122.2313,
1388,34.0372,-118.2972,
1389,33.7834,-118.1506,"Parking,Storage"
1390,42.3882,-83.1122,
1391,34.2002,-118.5394,
1392,39.0017,-77.0353,
1393,32.8525,-97.1399,
1394,40.862,-74.4061,
1395,47.3866,-122.2109,Parking
1396,47.3866,-122.2109,Parking
1397,47.3866,-122.2109,Parking
1398,47.3866,-122.2109,Parking
1399,47.8056,-122.3716,
1400,44.9405,-93.1027,
1401,42.6398,-71.3184,
1402,45.5091,-122.6449,
1403,45.5091,-122.6449,
1404,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1405,30.3054,-97.7497,"Dishwasher,Parking,Pool"
1406,29.7714,-95.4343,
1407,27.7873,-82.6772,"Dishwasher,Parking,Pool,Refrigerator"
1408,39.5197,-119.8342,
1409,30.3054,-97.7497,
1410,45.0684,-93.3317,
1411,33.5178,-112.0848,
1412,40.7061,-111.9048,
1413,29.7714,-95.4343,
1414,39.1679,-84.4933,"Dishwasher,Parking,Refrigerator"
1415,33.9369,-84.306,
1416,45.4305,-122.7798,
1417,44.9855,-93.3023,"Cable or Satellite,Dishwasher,Internet Access,Parking,Refrigerator"
1418,44.937,-93.4394,
1419,41.9291,-71.0459,"Parking,Refrigerator"
1420,30.3054,-97.7497,
1421,29.4624,-98.5253,
1422,29.4624,-98.5253,"Dishwasher,Elevator,Parking,Pool,Refrigerator"
1423,33.5944,-112.1837,
1424,33.4986,-112.0614,
1425,30.3054,-97.7497,
1426,43.6046,-116.2475,
1427,27.7873,-82.6772,Dishwasher
1428,39.842,-75.0295,"Parking,Patio/Deck"
1429,29.5035,-95.0922,
