s.no,bedrooms,bathrooms,area(sq.ft),pets_allowed
1021,1,1,598,None
1022,1,1,598,"Cats,Dogs"
1023,1,1,598,
1024,3,1,599,None
1025,3,1,599,"Cats,Dogs"
1026,1,1,599,"Cats,Dogs"
1027,1,1,600,"Cats,Dogs"
1028,1,1,600,None
1029,1,1,600,"Cats,Dogs"
1030,1,1,600,None
1031,1,1,600,None
1032,1,1,600,None
1033,2,1,600,"Cats,Dogs"
1034,1,1,600,"Cats,Dogs"
1035,1,1,600,None
1036,2,1,600,"Cats,Dogs"
1037,1,1,600,"Cats,Dogs"
1038,1,1,600,"Cats,Dogs"
1039,2,1,600,"Cats,Dogs"
1040,1,1,600,None
1041,1,1,600,None
1042,1,1,600,"Cats,Dogs"
1043,0,1,600,"Cats,Dogs"
1044,2,1,600,Cats
1045,1,1,600,Cats
1046,1,1,600,"Cats,Dogs"
1047,1,1,600,"Cats,Dogs"
1048,1,1,600,Cats
1049,2,1,600,None
1050,1,1,600,"Cats,Dogs"
1051,1,1.5,600,None
1052,1,1,600,"Cats,Dogs"
1053,0,1,600,None
1054,1,1,600,"Cats,Dogs"
1055,1,1,600,None
1056,1,1,600,None
1057,1,1,600,Cats
1058,1,1,600,"Cats,Dogs"
1059,1,1,600,"Cats,Dogs"
1060,1,1,600,None
1061,1,1,600,None
1062,1,1,600,"Cats,Dogs"
1063,1,1,600,"Cats,Dogs"
1064,1,1,600,None
1065,1,1,600,"Cats,Dogs"
1066,1,1,600,"Cats,Dogs"
1067,1,1,600,None
1068,1,1,600,None
1069,1,,600,None
1070,1,1,600,"Cats,Dogs"
1071,2,1,600,"Cats,Dogs"
1072,1,1,600,None
1073,1,1,600,None
1074,1,1,600,"Cats,Dogs"
1075,2,1,600,None
1076,1,1,600,
1077,1,1,600,Cats
1078,1,1,600,None
1079,1,1,600,None
1080,1,1,600,None
1081,1,1,600,None
1082,1,1,600,
1083,1,1,600,"Cats,Dogs"
1084,1,1,600,Cats
1085,1,1,600,"Cats,Dogs"
1086,2,1,600,Dogs
1087,1,1,600,None
1088,1,1,600,None
1089,1,1,600,Cats
1090,1,1,600,
1091,1,1,600,None
1092,2,1,600,"Cats,Dogs"
1093,1,1,600,Cats
1094,2,1,600,"Cats,Dogs"
1095,0,1,600,Cats
1096,1,1,600,"Cats,Dogs"
1097,1,1,600,"Cats,Dogs"
1098,1,,600,"Cats,Dogs"
1099,1,1,600,"Cats,Dogs"
1100,1,1,600,Cats
1101,1,1,600,None
1102,1,1,600,"Cats,Dogs"
1103,1,1,600,"Cats,Dogs"
1104,1,1,600,"Cats,Dogs"
1105,1,1,600,
1106,1,1,600,Cats
1107,1,1,600,None
1108,2,1,600,None
1109,1,1,600,"Cats,Dogs"
1110,1,1,601,"Cats,Dogs"
1111,1,1,602,None
1112,2,1,603,Cats
1113,1,1,603,None
1114,1,1,603,None
1115,1,1,603,None
1116,1,1,603,"Cats,Dogs"
1117,1,1,603,"Cats,Dogs"
1118,1,1,604,"Cats,Dogs"
1119,2,1,604,None
1120,3,1,604,"Cats,Dogs"
1121,1,1,604,"Cats,Dogs"
1122,1,1,604,None
1123,1,1,605,"Cats,Dogs"
1124,1,1.5,605,"Cats,Dogs"
1125,1,1,605,"Cats,Dogs"
1126,1,1,605,"Cats,Dogs"
1127,1,1,605,"Cats,Dogs"
1128,1,1,606,"Cats,Dogs"
1129,3,1,606,"Cats,Dogs"
1130,0,1,606,"Cats,Dogs"
1131,1,1,606,None
1132,1,1,607,"Cats,Dogs"
1133,1,1,607,"Cats,Dogs"
1134,1,1,607,None
1135,1,1,607,"Cats,Dogs"
1136,1,1,608,"Cats,Dogs"
1137,1,1,608,None
1138,1,1,608,None
1139,1,1,609,"Cats,Dogs"
1140,1,1,609,"Cats,Dogs"
1141,1,1,610,"Cats,Dogs"
1142,1,1,610,None
1143,1,1,610,
1144,1,1,610,"Cats,Dogs"
1145,1,1,610,None
1146,1,1,610,
1147,1,1,610,None
1148,1,1,610,"Cats,Dogs"
1149,1,1,611,None
1150,2,1,611,None
1151,1,1,611,None
1152,3,1,611,"Cats,Dogs"
1153,1,1,611,None
1154,3,1,611,"Cats,Dogs"
1155,1,1,611,Cats
1156,1,1,611,None
1157,2,1,612,"Cats,Dogs"
1158,3,1,612,None
1159,1,1,612,"Cats,Dogs"
1160,1,1,612,None
1161,1,1,612,None
1162,1,1,612,"Cats,Dogs"
1163,1,1,613,"Cats,Dogs"
1164,1,1,613,None
1165,2,1,613,Cats
1166,1,1,613,"Cats,Dogs"
1167,1,1,613,"Cats,Dogs"
1168,1,1,613,None
1169,1,1,614,None
1170,1,1,614,"Cats,Dogs"
1171,1,1,614,"Cats,Dogs"
1172,1,1,615,
1173,1,1,615,"Cats,Dogs"
1174,1,1,615,"Cats,Dogs"
1175,3,1,615,None
1176,1,1,615,"Cats,Dogs"
1177,1,1,615,None
1178,1,1,615,None
1179,1,1,616,
1180,1,1,616,None
1181,1,1,617,"Cats,Dogs"
1182,1,1,618,Cats
1183,1,1,619,"Cats,Dogs"
1184,1,1,619,None
1185,1,1,619,"Cats,Dogs"
1186,1,1,620,"Cats,Dogs"
1187,1,1,620,"Cats,Dogs"
1188,1,1,620,None
1189,1,1,620,None
1190,1,1,620,Cats
1191,1,1,620,None
1192,1,1,620,"Cats,Dogs"
1193,1,1,620,
1194,1,1,620,Cats
1195,1,1,620,None
1196,1,1,620,None
1197,1,1,620,"Cats,Dogs"
1198,1,1,620,Dogs
1199,1,1,620,None
1200,1,1,620,None
1201,1,1,620,None
1202,1,1,620,"Cats,Dogs"
1203,2,1,620,"Cats,Dogs"
1204,1,1,620,"Cats,Dogs"
1205,1,1,621,None
1206,3,1,621,None
1207,1,1,621,"Cats,Dogs"
1208,1,1,621,"Cats,Dogs"
1209,1,1,621,None
1210,1,1,622,
1211,1,1,622,None
1212,1,1,622,None
1213,1,1,622,"Cats,Dogs"
1214,1,1,623,None
1215,1,1,623,Cats
1216,3,1,623,"Cats,Dogs"
1217,2,1,624,Cats
1218,1,1,624,None
1219,1,1,624,"Cats,Dogs"
1220,1,1,624,"Cats,Dogs"
1221,1,1,625,Cats
1222,1,1,625,None
1223,1,1,625,"Cats,Dogs"
1224,1,1,625,None
1225,1,1,625,
1226,1,1,625,None
1227,1,1,625,"Cats,Dogs"
1228,1,1,625,None
1229,1,1,625,"Cats,Dogs"
1230,1,1,625,"Cats,Dogs"
1231,2,1,625,
1232,1,1,625,None
1233,1,1,625,"Cats,Dogs"
1234,1,1,625,"Cats,Dogs"
1235,1,1,625,None
1236,1,1,625,"Cats,Dogs"
1237,1,1,625,"Cats,Dogs"
1238,1,1,625,None
1239,1,1,625,None
1240,1,1,625,"Cats,Dogs"
1241,1,1,625,
1242,1,1,626,"Cats,Dogs"
1243,1,1,626,None
1244,1,1,626,None
1245,1,1,627,"Cats,Dogs"
1246,2,1,627,"Cats,Dogs"
1247,1,1,627,"Cats,Dogs"
1248,1,1,627,"Cats,Dogs"
1249,1,1,627,None
1250,1,1,628,"Cats,Dogs"
1251,0,1,628,"Cats,Dogs"
1252,1,1,628,"Cats,Dogs"
1253,1,1,628,None
1254,1,1,628,None
1255,1,1,628,"Cats,Dogs"
1256,1,1,629,None
1257,1,1,629,None
1258,1,1,629,None
1259,1,1,629,None
1260,1,1,629,"Cats,Dogs"
1261,1,1,630,"Cats,Dogs"
1262,0,1,630,"Cats,Dogs"
1263,1,1,630,"Cats,Dogs"
1264,1,1,630,None
1265,1,1,630,"Cats,Dogs"
1266,1,1,630,"Cats,Dogs"
1267,1,1,630,
1268,1,1,630,None
1269,1,1,630,"Cats,Dogs"
1270,1,1,630,None
1271,1,1,630,"Cats,Dogs"
1272,1,1,630,None
1273,1,1,630,None
1274,1,1,630,"Cats,Dogs"
1275,2,1,630,
1276,1,1,630,"Cats,Dogs"
1277,1,1,630,"Cats,Dogs"
1278,1,1,631,
1279,1,1,631,"Cats,Dogs"
1280,1,1,631,"Cats,Dogs"
1281,2,1,631,"Cats,Dogs"
1282,1,1,631,"Cats,Dogs"
1283,2,1,632,None
1284,1,1,632,"Cats,Dogs"
1285,1,1,632,Cats
1286,2,1,632,None
1287,1,1,632,None
1288,1,1,632,None
1289,2,1,633,None
1290,1,1,633,Cats
1291,2,1,633,"Cats,Dogs"
1292,0,1,633,None
1293,1,1,634,None
1294,1,1,634,"Cats,Dogs"
1295,2,1,634,None
1296,1,1,634,None
1297,2,1,635,"Cats,Dogs"
1298,1,1,635,"Cats,Dogs"
1299,1,1,635,"Cats,Dogs"
1300,3,1,635,"Cats,Dogs"
1301,1,1,635,"Cats,Dogs"
1302,1,1,635,None
1303,1,1,635,None
1304,1,1,636,Cats
1305,1,1,636,"Cats,Dogs"
1306,1,1,636,None
1307,1,1,636,"Cats,Dogs"
1308,1,1,637,None
1309,1,1,637,Cats
1310,1,1,638,"Cats,Dogs"
1311,1,1,638,None
1312,1,1,639,"Cats,Dogs"
1313,1,1,639,None
1314,1,1,639,"Cats,Dogs"
1315,1,1,640,None
1316,1,1,640,Cats
1317,1,1,640,None
1318,1,1,640,"Cats,Dogs"
1319,1,1,640,
1320,1,1,640,None
1321,1,1,640,"Cats,Dogs"
1322,1,1,640,None
1323,1,1,640,None
1324,2,1,640,None
1325,1,1,640,None
1326,1,1,640,None
1327,1,1,640,"Cats,Dogs"
1328,1,1,640,None
1329,1,1,640,"Cats,Dogs"
1330,1,1,641,Cats
1331,1,1,642,None
1332,1,1,642,None
1333,1,1,642,"Cats,Dogs"
1334,1,1,642,None
1335,1,1,642,None
1336,1,1,642,"Cats,Dogs"
1337,1,1,642,None
1338,3,1,643,Cats
1339,1,1,643,"Cats,Dogs"
1340,1,1,643,"Cats,Dogs"
1341,1,1,643,None
1342,1,1,644,
1343,1,1,644,
1344,1,1,644,"Cats,Dogs"
1345,1,1,644,"Cats,Dogs"
1346,1,1,644,None
1347,1,1,644,None
1348,2,1,644,"Cats,Dogs"
1349,1,1,645,"Cats,Dogs"
1350,1,1,645,"Cats,Dogs"
1351,1,1,645,None
1352,1,1,645,Cats
1353,2,1,645,"Cats,Dogs"
1354,1,1,646,None
1355,1,1,646,None
1356,1,1,646,"Cats,Dogs"
1357,1,1,647,"Cats,Dogs"
1358,2,1,647,"Cats,Dogs"
1359,1,1,647,None
1360,1,1,647,
1361,1,1,647,"Cats,Dogs"
1362,1,1,648,"Cats,Dogs"
1363,2,1,648,None
1364,1,1,648,None
1365,1,1,648,None
1366,1,1,648,"Cats,Dogs"
1367,1,1,648,"Cats,Dogs"
1368,1,1,648,
1369,1,1,648,"Cats,Dogs"
1370,1,1,649,"Cats,Dogs"
1371,1,1,649,None
1372,1,1,649,"Cats,Dogs"
1373,1,1,649,"Cats,Dogs"
1374,1,1,650,Cats
1375,1,1,650,Cats
1376,1,1,650,None
1377,1,1,650,"Cats,Dogs"
1378,1,1,650,"Cats,Dogs"
1379,1,1,650,
1380,2,1,650,"Cats,Dogs"
1381,1,1,650,"Cats,Dogs"
1382,1,1,650,None
1383,1,1,650,"Cats,Dogs"
1384,1,1,650,
1385,1,1,650,None
1386,1,1,650,None
1387,1,1,650,"Cats,Dogs"
1388,1,1,650,None
1389,2,1,650,
1390,1,1,650,None
1391,1,1,650,"Cats,Dogs"
1392,0,1,650,Cats
1393,3,2,650,
1394,1,1,650,Cats
1395,1,1,650,"Cats,Dogs"
1396,1,1,650,
1397,1,1,650,
1398,1,1,650,
1399,1,1,650,
1400,1,1,650,None
1401,1,1,650,Cats
1402,1,1,650,"Cats,Dogs"
1403,1,1,650,"Cats,Dogs"
1404,1,1,650,None
1405,1,1,650,None
1406,1,1,650,"Cats,Dogs"
1407,1,1,650,"Cats,Dogs"
1408,1,1,650,"Cats,Dogs"
1409,1,1,650,None
1410,1,1,650,None
1411,1,1,650,"Cats,Dogs"
1412,1,1,650,"Cats,Dogs"
1413,1,1,650,Cats
1414,2,1,650,"Cats,Dogs"
1415,3,1,650,"Cats,Dogs"
1416,1,1,650,"Cats,Dogs"
1417,1,1,650,Cats
1418,1,1,650,Cats
1419,1,1,650,
1420,1,1,650,"Cats,Dogs"
1421,1,1,650,None
1422,1,1,650,"Cats,Dogs"
1423,1,1,650,"Cats,Dogs"
1424,1,1,650,"Cats,Dogs"
1425,1,1,650,"Cats,Dogs"
1426,1,1,650,"Cats,Dogs"
1427,1,1,650,None
1428,1,1,650,"Cats,Dogs"
1429,1,1,650,"Cats,Dogs"
1430,1,1,650,"Cats,Dogs"
1431,1,1,650,Cats
1432,1,1,650,Cats
1433,1,1,650,None
1434,1,1,650,"Cats,Dogs"
1435,1,1,650,None
1436,1,1,650,"Cats,Dogs"
1437,1,1,650,Cats
1438,1,1,650,"Cats,Dogs"
1439,1,1,650,"Cats,Dogs"
1440,1,1,650,None
1441,0,1,650,"Cats,Dogs"
1442,1,1,650,"Cats,Dogs"
1443,1,1,650,"Cats,Dogs"
1444,1,1,650,None
1445,1,1,650,None
1446,1,1,650,None
1447,1,1,650,"Cats,Dogs"
1448,1,1,650,"Cats,Dogs"
1449,1,1,650,"Cats,Dogs"
1450,1,1,650,"Cats,Dogs"
1451,1,1,650,"Cats,Dogs"
1452,1,1,650,"Cats,Dogs"
1453,1,1,651,"Cats,Dogs"
1454,1,1,651,"Cats,Dogs"
1455,1,1,651,"Cats,Dogs"
1456,1,1,651,None
1457,1,1,651,
1458,1,1,652,None
1459,1,1,652,Cats
1460,1,1,652,None
1461,1,1,652,None
1462,1,1,652,"Cats,Dogs"
1463,1,1,652,None
1464,1,1,653,Cats
1465,1,1,653,None
1466,1,1,653,"Cats,Dogs"
1467,1,1,653,None
1468,1,1,653,None
1469,1,1,654,
1470,1,1,654,None
1471,1,1,654,"Cats,Dogs"
1472,1,1,654,"Cats,Dogs"
1473,1,1,655,"Cats,Dogs"
1474,3,1,655,
1475,1,1,655,"Cats,Dogs"
1476,1,1,655,"Cats,Dogs"
1477,1,1,655,"Cats,Dogs"
1478,1,1,656,None
1479,1,1,656,"Cats,Dogs"
1480,1,1,656,"Cats,Dogs"
1481,1,1,656,"Cats,Dogs"
1482,1,1,657,None
1483,1,1,657,"Cats,Dogs"
1484,1,1,657,None
1485,1,1,657,None
1486,1,1,658,None
1487,1,1,659,
1488,1,1,659,
1489,1,1,659,"Cats,Dogs"
1490,1,1,659,
1491,1,1,659,"Cats,Dogs"
1492,1,1,659,
1493,1,1,659,
1494,1,1,659,None
1495,1,1,659,"Cats,Dogs"
1496,1,1,659,"Cats,Dogs"
1497,1,1,660,"Cats,Dogs"
1498,1,1,660,"Cats,Dogs"
1499,1,1,660,"Cats,Dogs"
1500,1,1,660,None
1501,2,1,660,None
1502,1,1,660,None
1503,1,1,660,None
1504,1,1,660,None
1505,1,1,660,"Cats,Dogs"
1506,1,1,660,"Cats,Dogs"
1507,2,1,660,None
1508,1,1,660,None
1509,1,1,660,"Cats,Dogs"
1510,1,1,660,
1511,1,1,660,None
1512,2,1,660,"Cats,Dogs"
1513,1,1,660,"Cats,Dogs"
1514,1,1,660,"Cats,Dogs"
1515,1,1,660,"Cats,Dogs"
1516,1,1,660,"Cats,Dogs"
1517,1,1,660,"Cats,Dogs"
1518,1,1,660,None
1519,1,1,660,None
1520,1,1,660,Cats
1521,1,1,660,None
1522,1,1,661,"Cats,Dogs"
1523,1,1,662,None
1524,1,1,662,None
1525,1,1,663,"Cats,Dogs"
1526,2,1,663,"Cats,Dogs"
1527,1,1,663,"Cats,Dogs"
1528,1,1,663,"Cats,Dogs"
1529,1,1,663,"Cats,Dogs"
1530,3,1,664,None
1531,1,1,664,None
1532,1,1,664,None
1533,1,1,664,"Cats,Dogs"
1534,1,1,665,
1535,1,1,665,None
1536,1,1,665,None
1537,1,1,665,None
1538,1,1,665,"Cats,Dogs"
1539,1,1,665,None
1540,1,1,665,"Cats,Dogs"
1541,1,1,666,None
1542,1,1,666,"Cats,Dogs"
1543,1,1,666,
1544,1,1,667,None
1545,1,1,667,"Cats,Dogs"
1546,1,1,667,"Cats,Dogs"
1547,1,1,667,
1548,1,1,668,None
1549,1,1,668,"Cats,Dogs"
1550,1,1,668,"Cats,Dogs"
1551,1,1,668,"Cats,Dogs"
1552,1,1,668,
1553,1,1,668,"Cats,Dogs"
1554,1,1,668,None
1555,1,1,668,"Cats,Dogs"
1556,1,1,670,"Cats,Dogs"
1557,1,1,670,"Cats,Dogs"
1558,1,1,670,"Cats,Dogs"
1559,1,1,670,"Cats,Dogs"
1560,1,1,670,None
1561,1,1,670,"Cats,Dogs"
1562,1,1,670,None
1563,1,1,671,
1564,1,1,671,"Cats,Dogs"
1565,1,1,671,None
1566,1,1,671,None
1567,1,1,672,"Cats,Dogs"
1568,1,1,672,None
1569,1,1,672,"Cats,Dogs"
1570,2,1,672,"Cats,Dogs"
1571,1,1,672,None
1572,1,1,672,
1573,1,1,672,"Cats,Dogs"
1574,1,1,672,None
1575,1,1,673,
1576,1,1,673,"Cats,Dogs"
1577,1,1,673,"Cats,Dogs"
1578,0,1,673,"Cats,Dogs"
1579,1,1,673,None
1580,2,1,673,None
1581,1,1,674,
1582,1,1,674,None
1583,1,1,674,
1584,1,1,675,"Cats,Dogs"
1585,1,1,675,"Cats,Dogs"
1586,1,1,675,"Cats,Dogs"
1587,1,1,675,Cats
1588,1,1,675,"Cats,Dogs"
1589,1,1,675,"Cats,Dogs"
1590,1,1,675,"Cats,Dogs"
1591,2,1,675,
1592,1,1,675,"Cats,Dogs"
1593,1,1,675,"Cats,Dogs"
1594,1,1,675,"Cats,Dogs"
1595,1,1,675,
1596,1,1,675,
1597,1,1,675,
1598,1,1,675,
1599,1,1,675,None
1600,1,1,675,"Cats,Dogs"
1601,1,1,675,"Cats,Dogs"
1602,2,1,675,None
1603,1,1,675,"Cats,Dogs"
1604,1,1,675,"Cats,Dogs"
1605,2,1,675,"Cats,Dogs"
1606,1,1,675,None
1607,1,1,675,"Cats,Dogs"
1608,2,1,675,"Cats,Dogs"
1609,1,1,675,"Cats,Dogs"
1610,1,1,676,None
1611,1,1,676,"Cats,Dogs"
1612,1,1,676,Cats
1613,1,1,677,None
1614,1,1,677,"Cats,Dogs"
1615,1,1,677,None
1616,1,1,677,"Cats,Dogs"
1617,2,2,678,"Cats,Dogs"
1618,2,1,678,Cats
1619,1,1,678,"Cats,Dogs"
1620,1,1,678,"Cats,Dogs"
1621,1,1,678,"Cats,Dogs"
1622,1,1,678,None
1623,2,1,678,None
1624,1,1,678,"Cats,Dogs"
1625,1,1,679,None
1626,1,1,679,None
1627,1,1,680,"Cats,Dogs"
1628,1,1,680,None
1629,1,1,680,"Cats,Dogs"
1630,1,1,680,"Cats,Dogs"
1631,1,1,680,"Cats,Dogs"
1632,1,1,680,None
1633,1,1,680,"Cats,Dogs"
1634,2,1,680,"Cats,Dogs"
1635,1,1,680,"Cats,Dogs"
1636,3,1,680,"Cats,Dogs"
1637,1,1,680,None
1638,1,1,680,None
1639,1,1,680,
1640,0,1,680,None
1641,1,1,680,Cats
1642,1,1,681,"Cats,Dogs"
1643,1,1,681,
1644,1,1,681,
1645,1,1,681,
1646,1,1,681,None
1647,1,1,682,None
1648,1,1,682,None
1649,1,1,682,None
1650,1,1,682,None
1651,1,1,682,"Cats,Dogs"
1652,1,1,682,None
1653,1,1,683,None
1654,1,1,683,"Cats,Dogs"
1655,1,1,683,None
1656,1,1,683,"Cats,Dogs"
1657,1,1,684,None
1658,1,1,685,"Cats,Dogs"
1659,1,1,685,"Cats,Dogs"
1660,1,1,685,None
1661,1,1,685,"Cats,Dogs"
1662,1,1,685,"Cats,Dogs"
1663,1,1,685,None
1664,1,1,685,"Cats,Dogs"
1665,1,1,685,None
1666,1,1,686,"Cats,Dogs"
1667,1,1,686,None
1668,1,1,686,None
1669,1,1,687,"Cats,Dogs"
1670,1,1,687,None
1671,1,1,687,None
1672,1,1,688,None
1673,1,1,688,"Cats,Dogs"
1674,1,1,688,"Cats,Dogs"
1675,1,1,688,"Cats,Dogs"
1676,1,1,688,"Cats,Dogs"
1677,1,1,688,"Cats,Dogs"
1678,1,1,689,
1679,1,1,689,
1680,1,1,689,"Cats,Dogs"
1681,1,1,689,None
1682,1,1,689,None
1683,1,1,689,"Cats,Dogs"
1684,1,1,689,None
1685,1,1,690,None
1686,1,1,690,Cats
1687,1,1,690,"Cats,Dogs"
1688,1,1,690,"Cats,Dogs"
1689,3,1,690,None
1690,1,1,690,None
1691,1,1,690,None
1692,1,1,690,"Cats,Dogs"
1693,1,1,690,None
1694,1,1,690,"Cats,Dogs"
1695,1,1,691,"Cats,Dogs"
1696,1,1,691,Cats
1697,1,1,692,"Cats,Dogs"
1698,1,1,692,"Cats,Dogs"
1699,1,1,692,"Cats,Dogs"
1700,1,1,692,None
1701,1,1,692,None
1702,1,1,692,None
1703,1,1,692,"Cats,Dogs"
1704,1,1,692,"Cats,Dogs"
1705,1,1,692,"Cats,Dogs"
1706,1,1,692,"Cats,Dogs"
1707,1,1,692,None
1708,1,1,692,"Cats,Dogs"
1709,1,1,692,
1710,0,1,692,None
1711,1,1,692,None
1712,1,1,692,"Cats,Dogs"
1713,1,1,693,None
1714,1,1,693,None
1715,1,1,693,None
1716,1,1,694,"Cats,Dogs"
1717,1,1,694,"Cats,Dogs"
1718,1,1,694,"Cats,Dogs"
1719,1,1,694,"Cats,Dogs"
1720,1,1,694,"Cats,Dogs"
1721,1,1,694,"Cats,Dogs"
1722,1,1,695,"Cats,Dogs"
1723,1,1,695,Cats
1724,1,1,695,"Cats,Dogs"
1725,1,1,695,Cats
1726,1,1,695,"Cats,Dogs"
1727,1,1,695,None
1728,3,1,695,
1729,1,1,695,"Cats,Dogs"
1730,2,1,695,"Cats,Dogs"
1731,2,1,695,None
1732,1,1,696,"Cats,Dogs"
1733,1,1,696,
1734,0,1,696,"Cats,Dogs"
1735,3,1,696,"Cats,Dogs"
1736,1,1,696,None
1737,2,1,696,None
1738,1,1,697,None
1739,1,1,697,None
1740,1,1,697,"Cats,Dogs"
1741,1,1,697,None
1742,1,1,698,"Cats,Dogs"
1743,1,1,698,None
1744,1,1,699,None
1745,1,1,699,
1746,1,1,700,None
1747,1,1,700,None
1748,2,1,700,None
1749,2,1,700,None
1750,2,1,700,None
1751,2,1,700,None
1752,2,1,700,None
1753,2,1,700,None
1754,1,1,700,None
1755,1,1,700,
1756,1,1,700,None
1757,1,1,700,Cats
1758,1,1,700,None
1759,1,1,700,"Cats,Dogs"
1760,1,1,700,"Cats,Dogs"
1761,1,1,700,"Cats,Dogs"
1762,1,1,700,"Cats,Dogs"
1763,2,1,700,"Cats,Dogs"
1764,1,1,700,None
1765,1,1,700,Cats
1766,1,1,700,"Cats,Dogs"
1767,1,1,700,None
1768,1,1.5,700,"Cats,Dogs"
1769,1,1,700,None
1770,1,1,700,Cats
1771,1,1,700,None
1772,1,1,700,
1773,1,1,700,"Cats,Dogs"
1774,2,1,700,
1775,1,1,700,Cats
1776,1,1,700,None
1777,2,1,700,None
1778,2,1,700,Cats
1779,1,1,700,
1780,1,1,700,Cats
1781,1,1,700,"Cats,Dogs"
1782,1,1,700,None
1783,1,1,700,None
1784,1,1,700,"Cats,Dogs"
1785,1,1,700,None
1786,1,1,700,"Cats,Dogs"
1787,1,1,700,None
1788,1,1,700,"Cats,Dogs"
1789,1,1,700,None
1790,2,1,700,None
1791,1,1,700,
1792,1,1,700,
1793,1,1,700,None
1794,1,1,700,
1795,1,1,700,Cats
1796,1,1,700,"Cats,Dogs"
1797,1,1.5,700,"Cats,Dogs"
1798,2,1,700,None
1799,1,1,700,Cats
1800,1,1,700,None
1801,1,1,700,None
1802,2,1,700,
1803,1,1,700,None
1804,1,1,700,"Cats,Dogs"
1805,1,1,700,None
1806,1,1,700,"Cats,Dogs"
1807,1,1,700,None
1808,1,1,700,
1809,2,1,700,"Cats,Dogs"
1810,1,1,700,
1811,1,1,700,"Cats,Dogs"
1812,1,1,700,"Cats,Dogs"
1813,1,1,700,Cats
1814,1,1,700,"Cats,Dogs"
1815,1,1,700,None
1816,2,1,700,"Cats,Dogs"
1817,1,1,700,"Cats,Dogs"
1818,1,1,700,Cats
1819,1,1.5,700,"Cats,Dogs"
1820,1,1,700,None
1821,1,1,700,None
1822,1,1,700,
1823,2,1,700,None
1824,2,1,700,
1825,1,1,700,Cats
1826,1,1,700,
1827,1,1,700,"Cats,Dogs"
1828,1,1,700,None
1829,1,1,700,"Cats,Dogs"
1830,1,1,700,None
1831,1,,700,"Cats,Dogs"
1832,1,1,700,Cats
1833,1,1,700,"Cats,Dogs"
1834,1,1,700,"Cats,Dogs"
1835,2,1,700,None
1836,2,1,700,"Cats,Dogs"
1837,1,1,700,"Cats,Dogs"
1838,1,1,700,Cats
1839,1,1,700,"Cats,Dogs"
1840,2,1,700,None
1841,1,1,700,"Cats,Dogs"
1842,2,1,700,"Cats,Dogs"
1843,2,1,700,None
1844,2,2,700,None
1845,1,1,700,None
1846,1,1,700,"Cats,Dogs"
1847,1,1,700,"Cats,Dogs"
1848,1,1,700,"Cats,Dogs"
1849,1,1,700,"Cats,Dogs"
1850,0,1,701,"Cats,Dogs"
1851,1,1,701,Cats
1852,1,1,701,Cats
1853,1,1,701,None
1854,1,1,701,"Cats,Dogs"
1855,1,1,702,None
1856,1,1,702,"Cats,Dogs"
1857,1,1,702,None
1858,1,1,702,None
1859,1,1,702,"Cats,Dogs"
1860,1,1,703,"Cats,Dogs"
1861,1,1,703,None
1862,1,1,703,"Cats,Dogs"
1863,1,1,704,None
1864,2,1,704,None
1865,1,1,704,"Cats,Dogs"
1866,1,1,704,"Cats,Dogs"
1867,1,1,704,None
1868,1,1,704,"Cats,Dogs"
1869,2,1,704,None
1870,0,1,705,"Cats,Dogs"
1871,1,1,705,None
1872,1,1,705,"Cats,Dogs"
1873,1,1,705,"Cats,Dogs"
1874,1,1,705,None
1875,1,1,705,"Cats,Dogs"
1876,1,1,706,"Cats,Dogs"
1877,1,1,706,None
1878,1,1,706,None
1879,1,1,707,"Cats,Dogs"
1880,1,1,707,"Cats,Dogs"
1881,1,1,707,"Cats,Dogs"
1882,1,1,707,"Cats,Dogs"
1883,1,1,707,"Cats,Dogs"
1884,1,1,707,"Cats,Dogs"
1885,1,1,707,None
1886,1,1,708,"Cats,Dogs"
1887,1,1,708,"Cats,Dogs"
1888,1,1,708,"Cats,Dogs"
1889,1,1,708,None
1890,1,1,708,"Cats,Dogs"
1891,2,1,708,"Cats,Dogs"
1892,1,1,708,"Cats,Dogs"
1893,1,1,708,None
1894,1,1,708,None
1895,1,1,709,"Cats,Dogs"
1896,1,1,709,None
1897,1,1,709,None
1898,1,1,709,None
1899,1,1,709,None
1900,1,1,710,None
1901,1,1,710,
1902,1,1,710,"Cats,Dogs"
1903,1,,710,"Cats,Dogs"
1904,1,1,711,None
1905,1,1,711,None
1906,1,1,711,None
1907,1,1,712,"Cats,Dogs"
1908,1,1,712,None
1909,1,1,712,"Cats,Dogs"
1910,1,1,713,None
1911,2,1,713,"Cats,Dogs"
1912,1,1,713,"Cats,Dogs"
1913,1,1,713,
1914,1,1,714,None
1915,1,1,714,None
1916,1,1,714,"Cats,Dogs"
1917,1,1,715,"Cats,Dogs"
1918,1,1,715,"Cats,Dogs"
1919,1,1,715,"Cats,Dogs"
1920,1,1,715,"Cats,Dogs"
1921,1,1,715,"Cats,Dogs"
1922,1,1,715,Cats
1923,1,1,715,None
1924,1,1,715,None
1925,1,1,715,"Cats,Dogs"
1926,1,1,716,"Cats,Dogs"
1927,2,1,716,None
1928,1,1,717,"Cats,Dogs"
1929,1,1,717,"Cats,Dogs"
1930,1,1,717,"Cats,Dogs"
1931,2,1,718,None
1932,2,1,718,
1933,1,1,718,"Cats,Dogs"
1934,1,1,718,"Cats,Dogs"
